mode,max_memory_mb,query_id,query,iteration,time_millis,memory_usage_bytes,disk_usage_bytes,total_entries,disk_evictions
Liquid,256,10,"SELECT ""MobilePhoneModel"", COUNT(DISTINCT ""UserID"") AS u FROM hits WHERE ""Mobile",0,25464,268361315,1634371840,85166,0
Liquid,256,10,"SELECT ""MobilePhoneModel"", COUNT(DISTINCT ""UserID"") AS u FROM hits WHERE ""Mobile",1,4887,268361315,1634371840,85166,0
Liquid,256,10,"SELECT ""MobilePhoneModel"", COUNT(DISTINCT ""UserID"") AS u FROM hits WHERE ""Mobile",2,5858,268361315,1634371840,85166,0
Liquid,256,11,"SELECT ""MobilePhone"", ""MobilePhoneModel"", COUNT(DISTINCT ""UserID"") AS u FROM hit",0,23803,268414458,1914758016,97367,0
Liquid,256,11,"SELECT ""MobilePhone"", ""MobilePhoneModel"", COUNT(DISTINCT ""UserID"") AS u FROM hit",1,7676,268414458,1914758016,97367,0
Liquid,256,11,"SELECT ""MobilePhone"", ""MobilePhoneModel"", COUNT(DISTINCT ""UserID"") AS u FROM hit",2,7827,268414458,1914758016,97367,0
Liquid,256,12,"SELECT ""SearchPhrase"", COUNT(*) AS c FROM hits WHERE ""SearchPhrase"" <> '' GROUP ",0,8436,268414458,1914758016,97367,0
Liquid,256,12,"SELECT ""SearchPhrase"", COUNT(*) AS c FROM hits WHERE ""SearchPhrase"" <> '' GROUP ",1,8808,268414458,1914758016,97367,0
Liquid,256,12,"SELECT ""SearchPhrase"", COUNT(*) AS c FROM hits WHERE ""SearchPhrase"" <> '' GROUP ",2,8800,268414458,1914758016,97367,0
Liquid,256,13,"SELECT ""SearchPhrase"", COUNT(DISTINCT ""UserID"") AS u FROM hits WHERE ""SearchPhra",0,15106,268414458,1914758016,97367,0
Liquid,256,13,"SELECT ""SearchPhrase"", COUNT(DISTINCT ""UserID"") AS u FROM hits WHERE ""SearchPhra",1,14656,268414458,1914758016,97367,0
Liquid,256,13,"SELECT ""SearchPhrase"", COUNT(DISTINCT ""UserID"") AS u FROM hits WHERE ""SearchPhra",2,14633,268414458,1914758016,97367,0
Liquid,256,14,"SELECT ""SearchEngineID"", ""SearchPhrase"", COUNT(*) AS c FROM hits WHERE ""SearchPh",0,19738,268374930,2006667072,109509,0
Liquid,256,14,"SELECT ""SearchEngineID"", ""SearchPhrase"", COUNT(*) AS c FROM hits WHERE ""SearchPh",1,8262,268374930,2006667072,109509,0
Liquid,256,14,"SELECT ""SearchEngineID"", ""SearchPhrase"", COUNT(*) AS c FROM hits WHERE ""SearchPh",2,9057,268374930,2006667072,109509,0
Liquid,256,15,"SELECT ""UserID"", COUNT(*) FROM hits GROUP BY ""UserID"" ORDER BY COUNT(*) DESC LIM",0,5926,268374930,2006667072,109509,0
Liquid,256,15,"SELECT ""UserID"", COUNT(*) FROM hits GROUP BY ""UserID"" ORDER BY COUNT(*) DESC LIM",1,5867,268374930,2006667072,109509,0
Liquid,256,15,"SELECT ""UserID"", COUNT(*) FROM hits GROUP BY ""UserID"" ORDER BY COUNT(*) DESC LIM",2,5859,268374930,2006667072,109509,0
Liquid,256,16,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",0,10318,268374930,2006667072,109509,0
Liquid,256,16,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",1,10286,268374930,2006667072,109509,0
Liquid,256,16,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",2,10257,268374930,2006667072,109509,0
Liquid,256,17,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",0,10291,268374930,2006667072,109509,0
Liquid,256,17,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",1,10286,268374930,2006667072,109509,0
Liquid,256,17,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",2,10266,268374930,2006667072,109509,0
Liquid,256,18,"SELECT ""UserID"", extract(minute FROM to_timestamp_seconds(""EventTime"")) AS m, ""S",0,25110,268252188,2226664088,121727,0
Liquid,256,18,"SELECT ""UserID"", extract(minute FROM to_timestamp_seconds(""EventTime"")) AS m, ""S",1,11239,268252188,2226664088,121727,0
Liquid,256,18,"SELECT ""UserID"", extract(minute FROM to_timestamp_seconds(""EventTime"")) AS m, ""S",2,11603,268252188,2226664088,121727,0
Liquid,256,19,"SELECT ""UserID"" FROM hits WHERE ""UserID"" = 435090932899640449",0,4713,268252188,2226664088,121727,0
Liquid,256,19,"SELECT ""UserID"" FROM hits WHERE ""UserID"" = 435090932899640449",1,5163,268252188,2226664088,121727,0
Liquid,256,19,"SELECT ""UserID"" FROM hits WHERE ""UserID"" = 435090932899640449",2,5165,268252188,2226664088,121727,0
Liquid,256,20,"SELECT COUNT(*) FROM hits WHERE ""URL"" LIKE '%google%'",0,41079,267661828,6046998728,133945,0
Liquid,256,20,"SELECT COUNT(*) FROM hits WHERE ""URL"" LIKE '%google%'",1,27847,267661828,6046998728,133945,0
Liquid,256,20,"SELECT COUNT(*) FROM hits WHERE ""URL"" LIKE '%google%'",2,28839,267661828,6046998728,133945,0
Liquid,256,21,"SELECT ""SearchPhrase"", MIN(""URL""), COUNT(*) AS c FROM hits WHERE ""URL"" LIKE '%go",0,35515,267661828,6046998728,133945,0
Liquid,256,21,"SELECT ""SearchPhrase"", MIN(""URL""), COUNT(*) AS c FROM hits WHERE ""URL"" LIKE '%go",1,35516,267661828,6046998728,133945,0
Liquid,256,21,"SELECT ""SearchPhrase"", MIN(""URL""), COUNT(*) AS c FROM hits WHERE ""URL"" LIKE '%go",2,35541,267661828,6046998728,133945,0
Liquid,256,22,"SELECT ""SearchPhrase"", MIN(""URL""), MIN(""Title""), COUNT(*) AS c, COUNT(DISTINCT """,0,51962,268221584,8257966228,146087,0
Liquid,256,22,"SELECT ""SearchPhrase"", MIN(""URL""), MIN(""Title""), COUNT(*) AS c, COUNT(DISTINCT """,1,43138,268221584,8257966228,146087,0
Liquid,256,22,"SELECT ""SearchPhrase"", MIN(""URL""), MIN(""Title""), COUNT(*) AS c, COUNT(DISTINCT """,2,43854,268221584,8257966228,146087,0
Liquid,256,23,"SELECT * FROM hits WHERE ""URL"" LIKE '%google%' ORDER BY to_timestamp_seconds(""Ev",0,35284,268293782,8402258868,156596,0
Liquid,256,23,"SELECT * FROM hits WHERE ""URL"" LIKE '%google%' ORDER BY to_timestamp_seconds(""Ev",1,33381,268267548,8451321684,159479,0
Liquid,256,23,"SELECT * FROM hits WHERE ""URL"" LIKE '%google%' ORDER BY to_timestamp_seconds(""Ev",2,32800,261968299,8497564636,161711,0
Liquid,256,24,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",0,6467,261968299,8497564636,161711,0
Liquid,256,24,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",1,6724,261968299,8497564636,161711,0
Liquid,256,24,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",2,7113,261968299,8497564636,161711,0
Liquid,256,25,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY ""SearchPhras",0,7960,261968299,8497564636,161711,0
Liquid,256,25,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY ""SearchPhras",1,8909,261968299,8497564636,161711,0
Liquid,256,25,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY ""SearchPhras",2,8914,261968299,8497564636,161711,0
Liquid,256,26,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",0,10838,261968299,8497564636,161711,0
Liquid,256,26,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",1,10833,261968299,8497564636,161711,0
Liquid,256,26,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",2,10821,261968299,8497564636,161711,0
Liquid,256,27,"SELECT ""CounterID"", AVG(length(""URL"")) AS l, COUNT(*) AS c FROM hits WHERE ""URL""",0,58808,268327335,8512720356,173761,0
Liquid,256,27,"SELECT ""CounterID"", AVG(length(""URL"")) AS l, COUNT(*) AS c FROM hits WHERE ""URL""",1,57993,268327335,8512720356,173761,0
Liquid,256,27,"SELECT ""CounterID"", AVG(length(""URL"")) AS l, COUNT(*) AS c FROM hits WHERE ""URL""",2,58020,268327335,8512720356,173761,0
Liquid,256,28,"SELECT REGEXP_REPLACE(""Referer"", '^https?://(?:www\\.)?([^/]+)/.*$', '\\1') AS k",0,46013,268071911,11154323892,185811,0
Liquid,256,28,"SELECT REGEXP_REPLACE(""Referer"", '^https?://(?:www\\.)?([^/]+)/.*$', '\\1') AS k",1,27763,268071911,11154323892,185811,0
Liquid,256,28,"SELECT REGEXP_REPLACE(""Referer"", '^https?://(?:www\\.)?([^/]+)/.*$', '\\1') AS k",2,28060,268071911,11154323892,185811,0
Liquid,256,29,"SELECT SUM(""ResolutionWidth""), SUM(""ResolutionWidth"" + 1), SUM(""ResolutionWidth""",0,3103,268071911,11154323892,185811,0
Liquid,256,29,"SELECT SUM(""ResolutionWidth""), SUM(""ResolutionWidth"" + 1), SUM(""ResolutionWidth""",1,4047,268071911,11154323892,185811,0
Liquid,256,29,"SELECT SUM(""ResolutionWidth""), SUM(""ResolutionWidth"" + 1), SUM(""ResolutionWidth""",2,4050,268071911,11154323892,185811,0
Liquid,256,30,"SELECT ""SearchEngineID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""Resol",0,31705,268418547,11557417268,209759,0
Liquid,256,30,"SELECT ""SearchEngineID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""Resol",1,17051,268418547,11557417268,209759,0
Liquid,256,30,"SELECT ""SearchEngineID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""Resol",2,17403,268418547,11557417268,209759,0
Liquid,256,31,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",0,25623,268368800,12312620164,221733,0
Liquid,256,31,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",1,17580,268368800,12312620164,221733,0
Liquid,256,31,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",2,17792,268368800,12312620164,221733,0
Liquid,256,32,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",0,14313,268065084,12320307052,221961,0
Liquid,256,32,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",1,14074,268065084,12320307052,221961,0
Liquid,256,32,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",2,14172,268065084,12320307052,221961,0
Liquid,256,33,"SELECT ""URL"", COUNT(*) AS c FROM hits GROUP BY ""URL"" ORDER BY c DESC LIMIT 10",0,28097,268065084,12320307052,221961,0
Liquid,256,33,"SELECT ""URL"", COUNT(*) AS c FROM hits GROUP BY ""URL"" ORDER BY c DESC LIMIT 10",1,28887,268065084,12320307052,221961,0
Liquid,256,33,"SELECT ""URL"", COUNT(*) AS c FROM hits GROUP BY ""URL"" ORDER BY c DESC LIMIT 10",2,28938,268065084,12320307052,221961,0
Liquid,256,34,"SELECT 1, ""URL"", COUNT(*) AS c FROM hits GROUP BY 1, ""URL"" ORDER BY c DESC LIMIT",0,28890,268065084,12320307052,221961,0
Liquid,256,34,"SELECT 1, ""URL"", COUNT(*) AS c FROM hits GROUP BY 1, ""URL"" ORDER BY c DESC LIMIT",1,28925,268065084,12320307052,221961,0
Liquid,256,34,"SELECT 1, ""URL"", COUNT(*) AS c FROM hits GROUP BY 1, ""URL"" ORDER BY c DESC LIMIT",2,28814,268065084,12320307052,221961,0
Liquid,256,35,"SELECT ""ClientIP"", ""ClientIP"" - 1, ""ClientIP"" - 2, ""ClientIP"" - 3, COUNT(*) AS c",0,3380,268065084,12320307052,221961,0
Liquid,256,35,"SELECT ""ClientIP"", ""ClientIP"" - 1, ""ClientIP"" - 2, ""ClientIP"" - 3, COUNT(*) AS c",1,3520,268065084,12320307052,221961,0
Liquid,256,35,"SELECT ""ClientIP"", ""ClientIP"" - 1, ""ClientIP"" - 2, ""ClientIP"" - 3, COUNT(*) AS c",2,3858,268065084,12320307052,221961,0
Liquid,256,36,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",0,532,268351788,12320307052,222053,0
Liquid,256,36,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",1,463,268351788,12320307052,222053,0
Liquid,256,36,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",2,420,268351788,12320307052,222053,0
Liquid,256,37,"SELECT ""Title"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""Even",0,311,268351788,12320307052,222053,0
Liquid,256,37,"SELECT ""Title"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""Even",1,379,268351788,12320307052,222053,0
Liquid,256,37,"SELECT ""Title"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""Even",2,366,268351788,12320307052,222053,0
Liquid,256,38,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",0,413,268385296,12320370580,222237,0
Liquid,256,38,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",1,338,268385296,12320370580,222237,0
Liquid,256,38,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",2,337,268385296,12320370580,222237,0
Liquid,256,39,"SELECT ""TraficSourceID"", ""SearchEngineID"", ""AdvEngineID"", CASE WHEN (""SearchEngi",0,1070,268379788,12320721028,222329,0
Liquid,256,39,"SELECT ""TraficSourceID"", ""SearchEngineID"", ""AdvEngineID"", CASE WHEN (""SearchEngi",1,818,268379788,12320721028,222329,0
Liquid,256,39,"SELECT ""TraficSourceID"", ""SearchEngineID"", ""AdvEngineID"", CASE WHEN (""SearchEngi",2,843,268379788,12320721028,222329,0
Liquid,256,40,"SELECT ""URLHash"", ""EventDate""::INT::DATE, COUNT(*) AS PageViews FROM hits WHERE ",0,1366,268423754,12333928188,222513,0
Liquid,256,40,"SELECT ""URLHash"", ""EventDate""::INT::DATE, COUNT(*) AS PageViews FROM hits WHERE ",1,356,268423754,12333928188,222513,0
Liquid,256,40,"SELECT ""URLHash"", ""EventDate""::INT::DATE, COUNT(*) AS PageViews FROM hits WHERE ",2,352,268423754,12333928188,222513,0
Liquid,256,41,"SELECT ""WindowClientWidth"", ""WindowClientHeight"", COUNT(*) AS PageViews FROM hit",0,462,268426388,12338370972,222697,0
Liquid,256,41,"SELECT ""WindowClientWidth"", ""WindowClientHeight"", COUNT(*) AS PageViews FROM hit",1,314,268426388,12338370972,222697,0
Liquid,256,41,"SELECT ""WindowClientWidth"", ""WindowClientHeight"", COUNT(*) AS PageViews FROM hit",2,315,268426388,12338370972,222697,0
Liquid,256,42,"SELECT DATE_TRUNC('minute', to_timestamp_seconds(""EventTime"")) AS M, COUNT(*) AS",0,317,268426388,12338370972,222697,0
Liquid,256,42,"SELECT DATE_TRUNC('minute', to_timestamp_seconds(""EventTime"")) AS M, COUNT(*) AS",1,317,268426388,12338370972,222697,0
Liquid,256,42,"SELECT DATE_TRUNC('minute', to_timestamp_seconds(""EventTime"")) AS M, COUNT(*) AS",2,316,268426388,12338370972,222697,0
